compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
carpet_bombing	carpet_bombing	carpet/a_bombing/n	bombing	carpet	15	5.0000	0.0000	0.5333	0.7432	1.1333	0.9904	blanket bombing(3);area bombing(3);indiscriminate bombing(2);intense bombing(2);saturation bombing(2);terrorist attack(1);complete destruction(1);bomb drop(1);aerial bombing(1);thorough bombing(1);airstrike(1);dense bombing(1);location bombing(1);air strike(1);air support(1);bombing(1);devastating attack(1);air artillery(1);massive bombing(1);non targeted bombing(1);bomb dropping(1);continual bombing(1);missle raid(1);mass bombing(1);aerial bombardment(1);large bombing(1);firestorm(1);total annihilation(1)
cellular_phone	cellular_phone	cellular/a_phone/n	phone	cellular	14	5.0000	0.0000	3.7143	0.9945	3.9286	1.2688	mobile phone(7);cell phone(4);cellphone(3);cell(3);smart phone(3);wireless phone(2);electronic accessory(1);smartphone(1);cel phone(1);mobile(1);individual phone(1);portable phone(1);telephone(1);cellular device(1);phone(1);iphone(1);mobile device(1)
close_call	close_call	close/a_call/n	call	close	15	1.0000	1.2536	3.6667	1.5887	1.6000	1.3522	near miss(5);narrow escape(3);close shave(2);near death(2);almost happened(2);eleventh hour save(1);close one(1);last minute save(1);final game was close.(1);close(1);cutting it close(1);immediate shave(1);disaster averted(1);near squeak(1);wake up call(1);near(1);cliffhanger(1);tight(1);near death experience(1);scary situation(1);score was close.(1);close to happening(1);tight squeeze(1);almost happening(1);close escape(1);accident(1);hard to decide(1);nearby(1)
closed_book	closed_book	closed/a_book/n	book	closed	15	0.1333	0.3519	1.6667	1.6762	0.2000	0.4140	unknown(6);mystery(5);riddle(2);puzzle(1);unreadable(1);unfathomable(1);unattainable(1);tough nut(1);solid case(1);shut(1);inaccessible(1);ignorance(1);unfamiliar(1);tight lipped(1);off limits(1);ignorant(1);closed minded(1);impenetrable subject(1);done deal(1);inaccessible subject(1);not understandable(1);no knowledge(1);closed case(1);inscrutible(1);enigma(1)
computer_program	computer_program	computer/a_program/n	program	computer	15	4.8667	0.3519	5.0000	0.0000	4.8667	0.3519	software(6);application(5);computer software(3);code(2);app(1);disk(1);hardware program(1);programmed to work a certain way(1);system(1);program(1);computer application(1);algorythm(1);algorithm(1);software program(1);instructions(1);computer operating process(1);operating system(1);executable file(1);computer game(1);patch(1);command(1);computer codes(1);digital code(1)
con_artist	con_artist	con/a_artist/n	artist	con	18	1.1111	1.0226	4.6667	0.5941	2.0556	1.2590	con man(9);thief(4);scammer(4);criminal(4);trickster(3);scam artist(2);swindler(2);liar(2);forger(1);malcontent(1);fraud(1);theif(1);sting man(1);great actor(1);conman(1);crook(1);manipulator(1);deceit artist(1);grifter(1);hustler(1)
cooking_stove	cooking_stove	cooking/a_stove/n	stove	cooking	15	4.9333	0.2582	4.8667	0.3519	4.9333	0.2582	stove(8);oven(5);cooker(3);range(3);electric stove(2);burners(2);cook top(2);crock pot(1);cook stove(1);stove oven(1);burner(1);cooking top(1);portable stove(1);stovetop(1);gas stove(1);kitchen stove(1);stove top(1);kitchen cooktop(1)
cotton_candy	cotton_candy	cotton/a_candy/n	candy	cotton	17	4.4118	0.7952	0.9412	1.0880	1.5882	0.8703	spun sugar(8);candy floss(5);fairy floss(2);fluffy candy(2);pink fluff(2);spun candy(1);sugary treat(1);soft candy(1);fluffy confection(1);cottony soft candy(1);sugar wool(1);treat(1);sugar on stick(1);cotton ball candy(1);fluffed sugar(1);sugary food(1);simple treats(1);dessert(1);confection(1);cloud candy(1);sweets(1);sugar clouds.(1);candy puff(1)
critical_review	critical_review	critical/a_review/n	review	critical	14	4.7143	0.4688	4.0000	0.9608	4.2857	0.8254	critique(5);critical analysis(2);analysis(2);criticism(1);take a close look at(1);text evaluation(1);meaningful summary(1);important review(1);grading(1);review(1);examination(1);assesment(1);peer review(1);analytical review(1);negative review(1);scholarly review(1);critical cover(1);thoughtful review(1);report(1);tough review(1);academic review(1);in depth look(1);critical assessment(1);study review(1);critic's opinion(1);critical judgment(1);thorough review(1)
dead_end	dead_end	dead/a_end/n	end	dead	14	4.7143	0.4688	0.1429	0.3631	1.1429	1.1673	cul de sac(3);no outlet(2);no other street(1);end of the road(1);one way(1);ending(1);close(1);one way road(1);end(1);road end(1);roads end(1);road with one end(1);dud(1);point of no return(1);checkmate(1);blind alley(1);closed off(1);without an outlet(1);road block(1);road's end(1);end of the line(1);standstill(1);end of road(1);no exit(1);blockage(1);roadblock(1);impasse(1)
dirty_money	dirty_money	dirty/a_money/n	money	dirty	17	4.6471	0.6063	1.8235	1.2367	2.4706	1.3747	drug money(5);money obtained illegally(2);illegal money(2);criminal money(2);ill gotten gains(2);stolen(2);ill gained(1);illegal obtained money(1);unearned money(1);stolen money(1);hidden funds(1);illegally earned tender(1);unethical money(1);laundered money(1);corrupt money(1);unlawful money(1);bad money(1);felonious profits(1);earned illegally(1);illegal gains(1);ill got gains(1);illegal profit(1);dirty, as in tainted(1);dirty funds(1);embezzled(1);illegally gained money(1);crime money(1);criminally earned cash(1);stolen property(1);hot money(1);bribe(1);loot(1);pilfered funds(1)
dirty_word	dirty_word	dirty/a_word/n	word	dirty	19	4.5263	0.7723	2.2105	1.2727	2.6842	1.6684	curse word(7);cuss word(4);taboo(4);bad word(4);swear word(3);foul language(3);profanity(3);expletitive(1);off limit word(1);expletive(1);obscene(1);insult(1);curse(1);inappropriate word(1);bad language(1);profainity(1);bad worse(1);word you don't want to mention(1);cursing(1);off limits(1);gutter talk(1);naughty word(1);bad words(1);swer word(1);swear(1);words not said(1);unattractive word(1);gross word(1)
disc_jockey	disc_jockey	disc/a_jockey/n	jockey	disc	18	0.8333	1.2485	2.5556	1.6169	1.1111	1.1318	dj(10);deejay(2);music player(2);entertainer(2);master of ceremonies(1);dee jay(1);music radio host(1);record player(1);music maker(1);music host(1);mastet of ceremony(1);announces music played(1);spin doctor(1);musician(1);radio performer(1);dic spinner(1);disc spinner(1);host(1);music playing host(1);person who plays music(1);record spinner(1);music spinner(1);radio station employee(1);mc(1);artist(1);presenter(1);broadcaster(1);music mixing proffesional(1);disc scratcher(1);emcee(1)
divine_service	divine_service	divine/a_service/n	service	divine	14	3.7857	0.8926	4.1429	1.0271	3.5000	1.2247	church service(8);mass(6);religious service(3);eucharistic liturgy(2);church(2);ceremony(1);prayer service(1);worship service(1);religious meeting(1);lutheran eucharist mass(1);spiritual meeting(1);sabbath(1);divine calling(1);worship(1);sermon(1);easter service(1)
dry_land	dry_land	dry/a_land/n	land	dry	16	5.0000	0.0000	4.2500	1.0646	4.1875	1.1673	ground(4);land(4);soil(3);dry ground(2);earth(2);arid land(2);dry habitat(1);terrain(1);surface(1);unfarmable land(1);dry dock(1);terrestrial(1);dry area(1);land without water(1);not wet land(1);dessert(1);dry environment(1);not in water(1);on the ground(1);shore line(1);island(1);high and dry(1);not water(1);shore(1);dry earth(1);dry terrain(1);turf(1)
dry_wall	dry_wall	dry/a_wall/n	wall	dry	15	4.8000	0.5606	3.8000	1.3202	3.8000	1.2071	wallboard(4);plasterboard(3);wall(2);plaster board(2);stone wall(2);plaster(2);wall board(2);sheet rock(1);plaster wall(1);insolation(1);gypsum(1);wall covering(1);dry sheet rock(1);foundation(1);gypsum wall(1);sheetrock(1);building wall(1);putty(1);masonry(1);cover(1);concrete(1);building material(1)
dust_storm	dust_storm	dust/a_storm/n	storm	dust	15	4.4000	0.9103	4.5333	0.8338	4.6667	0.6172	sand storm(6);dust cloud(3);sandstorm(3);desert storm(2);dust devil(2);haboob(2);dirty wind(1);tornadoe(1);sand fog(1);flying debris(1);duster(1);strong winds(1);dust wind(1);cyclone(1);blowing dirt(1);dust tornado(1);sand flying(1);kicking up dust(1);dust bowl(1);simoom(1)
eager_beaver	eager_beaver	eager/a_beaver/n	beaver	eager	17	0.0000	0.0000	4.7647	0.4372	0.1765	0.3930	eager person(5);go getter(3);enthusiastic person(2);excited(2);enthusiastic(2);impatient person(2);someone can't wait(1);person ready to do something(1);hardworking(1);eager worker(1);good worker(1);eager to do something(1);motivated person(1);helpfull person(1);well prepared(1);doer(1);hard worker(1);busybody(1);motivated(1);can't wait to do something(1);impulsive(1);someone who is excited(1);excited person(1);fan(1);interestd(1);driven(1);excited worker(1);overly ready(1);anxious(1);hard hitter(1);self starter(1)
economic_aid	economic_aid	economic/a_aid/n	aid	economic	13	4.4615	0.5189	4.3846	0.5064	4.5385	0.5189	financial aid(6);money(3);monetary assistance(2);welfare(2);economic assistance(2);monetary gift(1);distribution of cash(1);stimulus(1);financial support(1);economic support(1);economic help(1);monetary aid(1);financial help(1);charity(1);economic incentives(1);foreign aid(1);relief funds(1);economic relief(1);money help(1)
elbow_grease	elbow_grease	elbow/a_grease/n	grease	elbow	15	0.0000	0.0000	0.7333	0.7037	0.3333	0.4880	hard work(9);effort(5);strength(2);work(2);vigor(1);force(1);diligence(1);endurance and dilligence(1);back into it(1);trying(1);hard manual labor(1);man power(1);brute force(1);more work(1);try harder(1);application of force(1);extra effort(1);physical effort(1);physical labor(1)
elbow_room	elbow_room	elbow/a_room/n	room	elbow	20	0.2500	0.4443	1.2000	1.4364	0.3500	0.5871	space(9);leeway(6);breathing room(3);opportunity(3);room(3);breathing space(2);wiggle room(2);personal space(2);elbow space(1);leverage(1);free space(1);places to move(1);open negotiation(1);latitude(1);buffer(1);possible(1);extra space(1);time and occasion(1);freedom(1);area(1);place(1);personal bubble(1);margin(1);allowance(1)
entrance_hall	entrance_hall	entrance/a_hall/n	hall	entrance	15	4.1333	0.9155	4.8667	0.3519	4.4000	0.7368	foyer(7);lobby(5);grand hall(2);entrance room(2);entry(2);formal entrance(1);entryway(1);entry hall(1);atrium(1);front area(1);hallway(1);entrance(1);main hall(1);reception area(1);front(1);main entrance(1);front hall(1);great hall(1);entry way(1);doorway(1);vestibule(1);entranceway(1)
eternal_rest	eternal_rest	eternal/a_rest/n	rest	eternal	18	2.7222	1.2274	4.7778	0.5483	3.6111	1.2897	death(13);afterlife(2);eternal sleep(2);end of life(2);burial place(1);long rest(1);big sleep(1);6 feet under(1);shuffling off of the mortal coil(1);dying(1);transitioning to god(1);peaceful afterlife(1);after life(1);rest in peace(1);final rest(1);peaceful slumber(1);heavenly peace(1);demise(1);pushing up daisies(1);coma(1);died(1);dirt nap(1);heaven(1);heavenly trip(1);final sleep(1);tomb(1);eternal peace(1)
fish_story	fish_story	fish/a_story/n	story	fish	13	5.0000	0.0000	0.7692	1.1658	0.9231	1.1152	tall tale(4);exaggeration(3);exaggerated story(2);lie(2);fiction story(1);falsehood(1);make believe story(1);story(1);big lie(1);white lie(1);fishy, as in doubtful(1);incredible(1);hyperbole(1);extraggerated story(1);imbellished story(1);fish tale(1);big story(1);tall tell(1);false story(1);yarn(1);tale(1);exaggorated story(1);smells fishy(1)
flower_child	flower_child	flower/a_child/n	child	flower	18	0.5000	0.7071	1.0000	0.7670	0.3333	0.4851	hippie(12);free spirit(8);hippy(4);bohemian(2);stoner(1);wanderer(1);happy without goals(1);beatnik(1);yuppie(1);pacifist(1);simple person(1);peace demonstrator(1);nonconformist(1);pot smoker(1);peaceful person(1);moon child(1);careless(1);idealist(1);hippies(1)
food_market	food_market	food/a_market/n	market	food	15	4.1333	0.8338	4.8000	0.5606	4.3333	0.8165	grocery store(5);food sector(3);supermarket(2);farmers' market(2);nutrition choice(1);commercial market(1);food trade(1);market place(1);market(1);food store(1);food arena(1);alimentary channels(1);mart(1);grocer(1);food business(1);produce market(1);farmers market(1);food commodities(1);food mart(1);stock market(1);grocery stores(1);farmer's market(1)
foot_soldier	foot_soldier	foot/a_soldier/n	soldier	foot	17	3.2941	1.9926	1.1176	1.2187	1.8235	1.2862	infantry(5);infantryman(4);worker(3);soldier(3);grunt(2);newbie(1);average fighter(1);bottom of to dam pole(1);private(1);low level(1);subordinate(1);newb soldier(1);common soldier(1);worker bee(1);recruit soldier(1);infantrymen(1);warrior(1);fodder(1);front man(1);foot work(1);peasant(1);representative(1);low level worker(1);proletriat(1);army man(1);drone(1);ground troop(1);peon(1)
front_man	front_man	front/a_man/n	man	front	21	1.4286	1.6903	2.3333	1.4259	1.4762	1.2891	leader(10);representative(4);spokesman(3);singer(3);lead man(2);speaker(2);lead singer(2);figure head(2);nominee(1);image(1);agent(1);point man(1);lead speaker(1);lead representative(1);person interacting with audience(1);organization head(1);head(1);conductor(1);figurehead(1);boss(1);head man(1);group leader(1);center(1);spokesperson(1);celebrity(1);cover(1);face(1);poster boy(1);face of product or company(1)
goose_egg	goose_egg	goose/a_egg/n	egg	goose	18	0.2778	0.5745	0.1111	0.3234	0.2222	0.5483	bump(12);lump(7);knot(6);swelling(4);bruise(2);pimple(2);null(1);loosing score(1);boil(1);temporary bump(1);blackhead(1);injury(1);sore spot(1);swollen area(1)
grey_matter	grey_matter	grey/a_matter/n	matter	grey	14	3.5714	1.1579	2.4286	0.9376	2.3571	1.2157	brain(10);intelligence(4);mind(3);thinking(2);brain matter(2);brains(2);cerebrum(2);brain cells(1);use your head(1);iq(1);noodle(1);brainpower(1);bean(1);creativity(1);noggin(1);brain tissue(1);head(1);right brain(1)
guinea_pig	guinea_pig	guinea/a_pig/n	pig	guinea	19	0.4737	0.6967	0.4211	0.6925	0.2105	0.5353	test subject(12);lab rat(3);tester(3);experiment(2);experimenter(2);rodent(2);pin cushion(1);experimental test subject(1);first to try(1);sample(1);test dummy(1);person for test(1);experimental participant(1);experimental subject(1);cavy(1);volunteer to try something new(1);experimentee(1);skinny pig(1);first one(1);go to(1);lab animal(1);volunteer(1);early tester(1);lackey(1);practice subject(1);disposable person(1)
half_sister	half_sister	half/a_sister/n	sister	half	17	5.0000	0.0000	2.8235	1.6292	2.9412	1.2976	sibling(6);half sibling(5);sister(5);relative(3);half brother(1);step child(1);step sister(1);share one parent(1);half biological sister(1);not by blood(1);brother from another mother(1);half relation(1);partial family(1);half genetic sister(1);different father(1);stepsister(1);partial sibling(1);sibbling(1);semi related female(1);different mother(1);half related sister(1);partial sister(1);uterine sibling(1)
half_wit	half_wit	half/a_wit/n	wit	half	16	1.1875	1.2230	1.2500	1.3416	0.7500	1.0646	idiot(7);nitwit(3);stupid(3);dimwit(3);moron(2);dummy(2);nit wit(2);simple(1);non thinking person(1);blockhead(1);numbskull(1);soft headed(1);dumb(1);slow in wit(1);half intelligence(1);village idiot(1);fool(1);dim wit(1);goon(1);stupid man(1);dim person(1);retard(1);crock(1);imbecile(1);foolish(1)
health_check	health_check	health/a_check/n	check	health	15	4.4667	0.7432	5.0000	0.0000	4.4000	0.8281	check up(6);checkup(4);physical(4);health evaluation(3);doctor visit(3);physical exam(2);work up(1);doctors visit(1);exam(1);health examination(1);health physical(1);doctors appointment(1);routine exam(1);consultation(1);health screening(1);wellness evaluation(1);medical exam(1);regular examination(1)
high_life	high_life	high/a_life/n	life	high	17	3.2353	1.5624	1.8235	1.2862	1.7647	1.2515	good life(7);glamorous life(2);high society(2);oppulence(1);expensive lifestyle(1);indulgence(1);ritzy life(1);powerful(1);elegant(1);rich & famous(1);easy life(1);wealth(1);top(1);extravagence(1);expensive(1);indulgent living(1);rich(1);life on top(1);expensive tastes(1);luxurious(1);posh life(1);dolce vita(1);high on the hog(1);big life(1);wealthy living(1);elite(1);upper class(1);living it up(1);glory(1);rich lifestyle(1);happy life(1);high times(1);hgh horse(1);lavish(1)
inner_circle	inner_circle	inner/a_circle/n	circle	inner	16	1.0000	1.0328	3.4375	1.0935	1.6250	1.4549	club(3);close friends(3);inner group(2);inner sanctum(2);in crowd(2);who we hangout with regularly(1);most intimate friends(1);braintrust(1);associates(1);secretive(1);private circle(1);trusted(1);inner friends(1);sacred few(1);advisers(1);crew(1);closest relationships(1);squad(1);lodge(1);chosen few(1);infrastructure(1);closest confidantes(1);close together(1);people in the know(1);inside group(1);special people(1);private group(1);close knit(1);tight knit(1);tightest circle(1);close associates(1);trusted circle(1)
inner_product	inner_product	inner/a_product/n	product	inner	12	4.3333	0.8876	3.6667	1.3027	3.5000	1.4460	scalar product(5);dot product(5);matrix value(1);inside solution(1);product of magnitude between 2 vectors(1);math expression(1);inner multiples(1);equation(1);scalar function of 2 vectors(1);product of matrix multiplication(1);vector expression(1);measure of inside angle(1);middle product(1);result(1);middle multiple(1);multiplication(1);numerical expression(1);central numerals(1)
insane_asylum	insane_asylum	insane/a_asylum/n	asylum	insane	18	4.0556	0.8726	4.2778	1.0178	4.1667	0.9235	mental hospital(6);mental institution(5);loony bin(4);psychiatric hospital(3);mental health facility(2);looney bin(2);sanitorium(2);crazy house(2);nut house(1);psych ward(1);psychiatric institutions(1);committed(1);asylum(1);mental intuition(1);rehabilitation center(1);mental health institute(1);madhouse(1);psychiatric dwelling(1);institution(1);mental insitution(1);crazy farm(1);crazy asylum(1);insane hospital(1);instituionalized(1);mad house(1)
insurance_company	insurance_company	insurance/a_company/n	company	insurance	17	5.0000	0.0000	5.0000	0.0000	5.0000	0.0000	insurance provider(6);insurer(4);insurance firm(3);insurance business(2);insurance carrier(1);guarantor of payment(1);accident payee(1);premium seller(1);protection provider(1);insurance(1);risk pooler(1);catastrophe bank(1);lifeguard office(1);adjustment bureau(1);provider(1);big company(1);policy maker(1);coverage(1);insurance agent(1);risk protection(1);insurance supplier(1);insurance place(1);company paying for accident(1);policy holder(1);lien company(1)
insurance_policy	insurance_policy	insurance/a_policy/n	policy	insurance	16	4.3125	1.0782	4.8125	0.5439	4.6250	0.6191	insurance plan(3);insurance coverage(2);insurance(2);protection policy(2);policy(2);protection(2);coverage(2);warranty(1);insurance document(1);safety policy(1);insurance papers(1);disaster relief(1);security option(1);liability policy(1);backup plan(1);contract to have a risk underwritten by another party(1);agreement for someone else to cover the cost of an unlikely possibility(1);safety net(1);insurance statement(1);booklet(1);investment policy(1);safeguard(1);just in case(1);contingence policy(1);uneeded costs(1);policy against loss(1);uneccessary liability(1);insured liability(1)
iron_collar	iron_collar	iron/a_collar/n	collar	iron	13	4.5385	0.7763	4.2308	1.1658	4.2308	0.9268	metal collar(3);shackle(2);punishment collar(2);restraint(2);chains(2);jelwelry(1);iron bond(1);iron bit(1);iron band(1);neck brace(1);iron cuff(1);cuffs(1);manacle(1);metal neck band(1);metal band(1);iron ring(1);slave collar(1);iron neck restraint(1);iron choker(1);necklace(1);iron neckbond(1);metal neck brace(1)
labour_union	labour_union	labour/a_union/n	union	labour	14	5.0000	0.0000	4.8571	0.3631	4.8571	0.3631	union(3);workers union(3);organized labor(3);work union(2);workers organization(2);worker's union(2);trade union(2);labor organization(2);organization of solidarity among a group of workers(1);labor group(1);cooperative(1);worker's association(1);bloc or unit of collective bargaining, of workers(1);committee(1);organization(1);workers representative(1);unionized workers(1);worker representatives(1)
life_belt	life_belt	life/a_belt/n	belt	life	18	3.0000	1.7150	3.2222	1.2628	2.7222	1.6380	flotation device(8);life saver(7);life preserver(4);life jacket(4);life vest(3);safety strap(1);flotation devise(1);floatation ring(1);buyoency device(1);seatbelt(1);life ring(1);floation device(1);flotation belt(1);harness(1);life preserver.(1);ski belt(1);life line(1);safety rope(1);buoy(1)
life_vest	life_vest	life/a_vest/n	vest	life	16	4.0000	0.8165	3.5625	1.1529	3.7500	1.1832	life jacket(10);flotation device(9);life preserver(9);floatation device(2);safety vest(2);inflatable jacket(1);life saving pinny(1);emergency vest(1);life saver(1);floatation vest(1);safety device(1);personal flotation device(1)
lime_tree	lime_tree	lime/a_tree/n	tree	lime	16	5.0000	0.0000	4.8750	0.5000	4.8750	0.5000	citrus tree(11);fruit tree(7);lime plant(4);fruit bearing tree(2);linden(1);plant(1);lime grove(1);citrus(1);tree producing limes(1);tree(1);basswood(1);fruit(1);tree that grows limes(1);tree that bears lime(1)
loan_shark	loan_shark	loan/a_shark/n	shark	loan	17	0.4118	0.7123	4.7647	0.4372	0.8824	1.0537	lender(7);moneylender(3);money lender(3);gangster(2);usurer(2);bookie(2);shylock(2);high interest loan(1);usurious(1);scam artist(1);loaner(1);aggressive(1);greedy lender(1);loan office(1);criminal investor(1);predator(1);unscrupulous lender(1);criminal banker(1);money shark(1);expensive loan(1);extortionist(1);bank(1);money broker(1);predatory lender(1);high loan rates(1);banker(1);loan gouger(1)
loose_woman	loose_woman	loose/a_woman/n	woman	loose	17	5.0000	0.0000	2.3529	1.6561	2.7059	1.4038	whore(7);slut(6);promiscuous woman(4);hussy(3);easy woman(2);tramp(2);jezebel(2);harlot(2);prostitute(2);floozy(1);hore(1);slutty(1);sexually promiscuous(1);immoral woman(1);easy girl(1);call girl(1);fast and loose(1);woman who enjoys sex(1);nymphomaniac(1);promiscuous(1);streetwalker(1);willing to sleep around(1)
mail_service	mail_service	mail/a_service/n	service	mail	13	4.6154	0.6504	5.0000	0.0000	4.7692	0.4385	postal service(9);delivery service(5);post(2);postal delivery service(1);usps(1);postal serivce(1);parcel serivce(1);snail mail(1);courier service(1);mail company(1);mail delivery(1);post delivery(1);letter delivery(1);mail provider(1);mail carrier(1);mail order(1);mail courrier(1)
market_place	market_place	market/a_place/n	place	market	17	2.5294	2.0037	4.0588	0.8993	3.2941	1.4476	market(5);store(4);business(2);super market(2);market square(1);sector(1);financial market(1);shopping place(1);shopping center(1);grocery store(1);street market(1);on the market(1);commerce(1);consumer market(1);business market(1);market exchange(1);industry(1);open market(1);market store(1);business field(1);exchange center(1);mall(1);market sector(1);retailers(1);in stores(1);trade street(1)
mental_disorder	mental_disorder	mental/a_disorder/n	disorder	mental	15	5.0000	0.0000	5.0000	0.0000	5.0000	0.0000	mental illness(5);psychological disorder(3);mental disability(2);brain disease(2);mental sickness(2);mentally challenged(1);mentally disturbed(1);psychotic disorders(1);psychological illness(1);mentally ill(1);thinking disorder(1);craziness(1);mental handicap(1);mental insanity(1);psychological issue(1);mental case(1);mental problems(1);insanity(1);phsyco(1);emotional disorder(1);metal illness(1);psychological problems(1);psychosis(1);retardation(1);mental imbalance(1)
middle_school	middle_school	middle/a_school/n	school	middle	15	4.8667	0.5164	4.0667	0.8837	4.4667	0.7432	junior high(7);secondary school(6);junior high school(6);intermediate school(3);grades 6 8(1);school between elementary and high school(1);7th grade(1);grades 7 and 8(1);8th grade(1);junior highschool(1);between grade & high(1);middle high(1);junior class(1);pre high school(1);grade school(1)
