Removed outlier trabalho braçal-westhell992912, z-value: 2.84
Removed outlier golpe baixo-figueirm851181, z-value: 2.56
Removed outlier pronto-socorro-cordeiro737444, z-value: 2.33
Removed outlier lua cheia-cordeiro737444, z-value: 5.57
Removed outlier olho mágico-cordeiro737444, z-value: 2.45
Removed outlier pastor alemão-cordeiro737444, z-value: 2.37
Removed outlier arma branca-cordeiro737444, z-value: 2.81
Removed outlier circuito integrado-cordeiro737444, z-value: 3.36
Removed outlier longa-metragem-cordeiro737444, z-value: 2.55
Removed outlier caixa-preta-cordeiro737444, z-value: 2.73
Removed outlier arma branca-bandeira146580, z-value: 2.33
Removed outlier fio condutor-bandeira146580, z-value: 2.56
Removed outlier tartaruga-marinha-bandeira146580, z-value: 6.16
Removed outlier colégio militar-bandeira146580, z-value: 2.61
Removed outlier centro comercial-bandeira146580, z-value: 2.26
Removed outlier café colonial-bandeira146580, z-value: 3.14
Removed outlier roleta russa-cezimbra145809, z-value: 2.27
Removed outlier centro espírita-cezimbra145809, z-value: 3.36
Removed outlier vinho branco-cezimbra145809, z-value: 2.56
Removed outlier vista grossa-cezimbra145809, z-value: 3.56
Removed outlier exame clínico-uhiarara697192, z-value: 2.49
Removed outlier roleta russa-uhiarara697192, z-value: 2.46
Removed outlier carne branca-uhiarara697192, z-value: 5.39
Removed outlier salão paroquial-uhiarara697192, z-value: 2.84
Removed outlier escada rolante-uhiarara697192, z-value: 2.41
Removed outlier pão-duro-uhiarara697192, z-value: 6.05
Removed outlier leite integral-uhiarara697192, z-value: 4.54
Removed outlier roda gigante-uhiarara697192, z-value: 2.81
Removed outlier exames laboratoriais-uhiarara697192, z-value: 3.32
Removed outlier gripe aviária-uhiarara697192, z-value: 2.69
Removed outlier alto-falante-uhiarara697192, z-value: 2.54
Removed outlier tela plana-uhiarara697192, z-value: 5.13
Removed outlier processo seletivo-uhiarara697192, z-value: 2.30
Removed outlier olho mágico-uhiarara697192, z-value: 3.47
Removed outlier governo federal-uhiarara697192, z-value: 16.27
Removed outlier papel higiênico-uhiarara697192, z-value: 4.01
Removed outlier batata-doce-uhiarara697192, z-value: 3.36
Removed outlier roleta russa-bertonce646486, z-value: 2.99
Removed outlier núcleo atômico-bertonce646486, z-value: 5.83
Removed outlier longa data-bertonce646486, z-value: 2.43
Removed outlier cerca viva-bertonce646486, z-value: 2.72
Removed outlier olho gordo-alvesnat151880, z-value: 2.48
Removed outlier deputado federal-hagemann263046, z-value: 8.02
Removed outlier mau-olhado-hagemann263046, z-value: 2.49
Removed outlier planta baixa-hagemann263046, z-value: 3.11
Removed outlier núcleo atômico-hagemann263046, z-value: 6.74
Removed outlier alarme falso-timmaugu172991, z-value: 2.24
Removed outlier ano-novo-gosmaria461581, z-value: 2.89
Removed outlier sexto sentido-gomesfer248935, z-value: 2.31
Removed outlier sétima arte-barufi-v725078, z-value: 3.33
Removed outlier disco voador-barufi-v725078, z-value: 2.37
Removed outlier exame clínico-bassanie398782, z-value: 5.71
Removed outlier rede social-bassanie398782, z-value: 2.30
Removed outlier vinho tinto-bassanie398782, z-value: 3.06
Removed outlier carne branca-bassanie398782, z-value: 2.28
Removed outlier fio condutor-bassanie398782, z-value: 2.26
Removed outlier ponto cego-bassanie398782, z-value: 2.27
Removed outlier caixa-forte-bassanie398782, z-value: 3.09
Removed outlier terceira idade-bassanie398782, z-value: 3.53
Removed outlier coluna social-bassanie398782, z-value: 2.22
Removed outlier disco voador-bassanie398782, z-value: 5.16
Removed outlier café colonial-bassanie398782, z-value: 2.50
Removed outlier longa-metragem-bassanie398782, z-value: 2.96
Removed outlier trabalho escravo-bassanie398782, z-value: 2.61
Removed outlier ficha limpa-bassanie398782, z-value: 2.41
Removed outlier carne vermelha-bassanie398782, z-value: 2.75
Removed outlier tapete vermelho-bassanie398782, z-value: 3.02
Removed outlier guarda-florestal-bassanie398782, z-value: 3.21
Removed outlier círculo virtuoso-ramischr180748, z-value: 2.23
Removed outlier alto mar-weber-ma674880, z-value: 3.45
Removed outlier coração partido-weber-ma674880, z-value: 2.99
Removed outlier cheiro-verde-weber-ma674880, z-value: 4.45
Removed outlier pé quente-weber-ma674880, z-value: 3.39
Removed outlier pente fino-weber-ma674880, z-value: 2.20
Removed outlier primeira-dama-weber-ma674880, z-value: 2.61
Removed outlier disco rígido-weber-ma674880, z-value: 2.52
Removed outlier amigo oculto-weber-ma674880, z-value: 2.27
Removed outlier companhia aérea-menesesa757181, z-value: 4.83
Removed outlier alto mar-menesesa757181, z-value: 3.45
Removed outlier saia justa-menesesa757181, z-value: 2.66
Removed outlier cheiro-verde-menesesa757181, z-value: 3.14
Removed outlier maré baixa-menesesa757181, z-value: 2.21
Removed outlier longa-metragem-menesesa757181, z-value: 2.55
Removed outlier mau contato-menesesa757181, z-value: 2.27
Removed outlier classe executiva-menesesa757181, z-value: 2.42
Removed outlier roleta russa-oliveira159796, z-value: 2.99
Removed outlier príncipe encantado-oliveira159796, z-value: 2.43
Removed outlier pastor alemão-oliveira159796, z-value: 3.32
Removed outlier mercado negro-zilioleo530075, z-value: 2.44
Removed outlier pé-direito-zilioleo530075, z-value: 5.88
Removed outlier terceira pessoa-zilioleo530075, z-value: 2.23
Removed outlier má-fé-zilioleo530075, z-value: 2.71
Removed outlier magia negra-zilioleo530075, z-value: 2.25
Removed outlier bode expiatório-zilioleo530075, z-value: 4.85
Removed outlier longa data-zilioleo530075, z-value: 2.43
Removed outlier pente fino-bertoldo384666, z-value: 2.65
Removed outlier ovelha negra-bertoldo384666, z-value: 3.45
Removed outlier corda bamba-bertireb371996, z-value: 3.48
Removed outlier pente fino-bertireb371996, z-value: 2.20
Removed outlier conta-corrente-bertireb371996, z-value: 2.46
Removed outlier roda gigante-wolfartm372138, z-value: 2.38
Removed outlier desfile militar-wolfartm372138, z-value: 3.27
Removed outlier carro-forte-wolfartm372138, z-value: 2.41
Removed outlier relógio biológico-wolfartm372138, z-value: 3.05
Removed outlier governo federal-battirol815585, z-value: 3.87
Removed outlier vôo internacional-battirol815585, z-value: 2.36
Removed outlier algodão-doce-battirol815585, z-value: 2.28
Removed outlier mau contato-wolfartm829091, z-value: 2.27
Removed outlier gatos-pingados-kenjiand439387, z-value: 2.87
Removed outlier corda bamba-kenjiand439387, z-value: 2.46
Removed outlier alta temporada-kenjiand439387, z-value: 2.33
Removed outlier alto mar-kenjiand439387, z-value: 2.47
Removed outlier pavio curto-kenjiand439387, z-value: 3.06
Removed outlier mau-olhado-kenjiand439387, z-value: 2.80
Removed outlier montanha-russa-kenjiand439387, z-value: 2.99
Removed outlier cordas vocais-kenjiand439387, z-value: 2.48
Removed outlier buraco negro-kenjiand439387, z-value: 2.22
Removed outlier segundas intenções-kenjiand439387, z-value: 2.60
Removed outlier café colonial-kenjiand439387, z-value: 2.49
Removed outlier alto-falante-kenjiand439387, z-value: 2.76
Removed outlier navio negreiro-silva-de656194, z-value: 1000000.00
Removed outlier acampamento militar-silva-de656194, z-value: 2.45
Removed outlier gatos-pingados-villatia477344, z-value: 2.87
Removed outlier papel higiênico-villatia477344, z-value: 4.10
Removed outlier pé-frio-villatia477344, z-value: 2.40
Removed outlier cerca viva-villatia477344, z-value: 2.70
Removed outlier maré baixa-villatia477344, z-value: 2.21
Removed outlier exame clínico-villatia477344, z-value: 2.49
Removed outlier regime político-villatia477344, z-value: 2.67
Removed outlier desfile militar-villatia477344, z-value: 4.52
Removed outlier guarda-florestal-villatia477344, z-value: 3.21
Removed outlier água doce-nascimen330722, z-value: 2.26
Removed outlier relógio analógico-pillalae116039, z-value: 3.44
Removed outlier fila indiana-paespaul873441, z-value: 3.33
Removed outlier amigo secreto-bassani-451332, z-value: 2.39
Removed outlier sentença judicial-bassani-451332, z-value: 4.36
Removed outlier livre-docente-bassani-451332, z-value: 5.36
Removed outlier trabalho escravo-bassani-451332, z-value: 2.61
Removed outlier primeira infância-bassani-451332, z-value: 2.90
Removed outlier juízo final-bassani-451332, z-value: 2.63
Removed outlier exames laboratoriais-bassani-451332, z-value: 10.96
Removed outlier leite integral-bassani-451332, z-value: 2.73
Removed outlier amigo oculto-bassani-451332, z-value: 2.27
Removed outlier mau-olhado-bassani-451332, z-value: 2.49
Removed outlier mar aberto-bassani-451332, z-value: 6.97
Removed outlier gripe suína-bassani-451332, z-value: 6.46
Removed outlier abalo sísmico-bassani-451332, z-value: 2.24
Removed outlier água mineral-bassani-451332, z-value: 3.22
Removed outlier curto-circuito-bassani-451332, z-value: 2.61
Removed outlier cordas vocais-bassani-451332, z-value: 5.02
Removed outlier pólo-aquático-bassani-451332, z-value: 4.90
Removed outlier estrela cadente-bassani-451332, z-value: 2.70
Removed outlier relógio analógico-bassani-451332, z-value: 19.46
Removed outlier ponto fraco-bassani-451332, z-value: 2.59
Removed outlier queda livre-bassani-451332, z-value: 2.82
Removed outlier buraco negro-bassani-451332, z-value: 2.32
Removed outlier máquina virtual-bassani-451332, z-value: 4.27
Removed outlier vinho tinto-bassani-451332, z-value: 3.06
Removed outlier ponto cego-bassani-451332, z-value: 2.27
Removed outlier círculo vicioso-bassani-451332, z-value: 2.21
Removed outlier efeitos especiais-bassani-451332, z-value: 2.29
Removed outlier magia negra-bassani-451332, z-value: 2.63
Removed outlier conta-corrente-bassani-451332, z-value: 5.70
Removed outlier exame clínico-bassani-451332, z-value: 2.47
Removed outlier sala cirúrgica-bassani-451332, z-value: 4.72
Removed outlier força bruta-bassani-451332, z-value: 2.58
Removed outlier trabalho braçal-bassani-451332, z-value: 3.28
Removed outlier escada rolante-bassani-451332, z-value: 3.79
Removed outlier lista negra-bassani-451332, z-value: 3.00
Removed outlier príncipe encantado-bassani-451332, z-value: 2.23
Removed outlier fila indiana-bassani-451332, z-value: 16.58
Removed outlier gripe aviária-bassani-451332, z-value: 2.46
Removed outlier amor-próprio-bassani-451332, z-value: 3.39
Removed outlier carne vermelha-bassani-451332, z-value: 2.75
Removed outlier lua nova-bassani-451332, z-value: 10.45
Removed outlier gatos-pingados-lealluca988856, z-value: 2.87
Removed outlier sangue quente-lealluca988856, z-value: 3.32
Removed outlier montanha-russa-lealluca988856, z-value: 2.99
Removed outlier coração partido-lealluca988856, z-value: 3.28
Removed outlier pente fino-lealluca988856, z-value: 2.36
Removed outlier curto-circuito-lealluca988856, z-value: 2.54
Removed outlier planta baixa-lealluca988856, z-value: 3.12
Removed outlier sangue azul-lealluca988856, z-value: 2.34
Removed outlier acampamento militar-lealluca988856, z-value: 2.34
Removed outlier puro-sangue-lealluca988856, z-value: 2.23
Removed outlier algodão-doce-lealluca988856, z-value: 2.28
Removed outlier olho gordo-lealluca988856, z-value: 4.88
Removed outlier pé-frio-lopesbet380296, z-value: 4.56
Removed outlier olho mágico-lopesbet380296, z-value: 3.47
Removed outlier tela plana-lopesbet380296, z-value: 3.13
Removed outlier pavio curto-lopesbet380296, z-value: 3.52
Removed outlier sangue azul-lopesbet380296, z-value: 6.75
Removed outlier mão-fechada-lopesbet380296, z-value: 3.04
Removed outlier reta final-machadov483398, z-value: 2.42
Removed outlier pão-duro-machadov483398, z-value: 3.88
Removed outlier água doce-machadov483398, z-value: 2.26
Removed outlier tiro livre-machadov483398, z-value: 2.40
Removed outlier arma branca-machadov483398, z-value: 2.33
Removed outlier olho mágico-machadov483398, z-value: 2.45
Removed outlier elefante branco-machadov483398, z-value: 3.90
Removed outlier viva voz-machadov483398, z-value: 2.83
Removed outlier guarda-florestal-machadov483398, z-value: 6.23
Removed outlier olho gordo-machadov483398, z-value: 3.20
Removed outlier exames laboratoriais-delazeri855737, z-value: 3.32
Removed outlier roleta russa-delazeri855737, z-value: 2.27
Removed outlier vaca louca-delazeri855737, z-value: 2.65
Removed outlier mau-humor-delazeri855737, z-value: 3.06
Removed outlier lua nova-delazeri855737, z-value: 2.30
Removed outlier novo mundo-costa-go563126, z-value: 3.17
Removed outlier mercado negro-costa-go563126, z-value: 2.52
Removed outlier ato falho-costa-go563126, z-value: 2.27
Removed outlier terceira idade-costa-go563126, z-value: 2.43
Removed outlier terceira pessoa-costa-go563126, z-value: 2.23
Removed outlier processo seletivo-costa-go563126, z-value: 5.40
Removed outlier direitos humanos-costa-go563126, z-value: 2.28
Removed outlier ovelha negra-costa-go563126, z-value: 3.45
Removed outlier fio condutor-costa-go563126, z-value: 2.56
Removed outlier primeira mão-pittolga536346, z-value: 4.90
Removed outlier montanha-russa-pittolga536346, z-value: 2.99
Removed outlier príncipe encantado-pittolga536346, z-value: 2.43
Removed outlier maré baixa-pittolga536346, z-value: 3.65
Removed outlier segundo plano-pittolga536346, z-value: 2.53
Removed outlier lua nova-pittolga536346, z-value: 2.30
Removed outlier novo-rico-moitaeri153207, z-value: 2.83
Removed outlier primeira necessidade-moitaeri153207, z-value: 2.78
Removed outlier ônibus executivo-moitaeri153207, z-value: 2.58
Removed outlier saia justa-moitaeri153207, z-value: 4.24
Removed outlier pé quente-moitaeri153207, z-value: 4.39
Removed outlier quadro-negro-moitaeri153207, z-value: 4.00
Removed outlier golpe baixo-moitaeri153207, z-value: 2.42
Removed outlier mau-humor-melobarb303824, z-value: 2.47
Removed outlier agente secreto-melobarb303824, z-value: 3.04
Removed outlier ponto forte-melloana420786, z-value: 2.46
Removed outlier juízo final-melloana420786, z-value: 2.23
Removed outlier pau-mandado-melloana420786, z-value: 4.10
Removed outlier vôo internacional-silvaric411005, z-value: 2.36
Removed outlier pé-frio-silvaric411005, z-value: 2.40
Removed outlier maré baixa-silvaric411005, z-value: 3.65
Removed outlier processo seletivo-silvaric411005, z-value: 2.30
Removed outlier sentença judicial-tonialvi576001, z-value: 2.25
Removed outlier papel higiênico-tonialvi576001, z-value: 2.73
Removed outlier vôo internacional-tonialvi576001, z-value: 4.18
Removed outlier água mineral-tonialvi576001, z-value: 3.22
Removed outlier maré baixa-tonialvi576001, z-value: 2.21
Removed outlier lua cheia-tonialvi576001, z-value: 5.57
Removed outlier tela plana-tonialvi576001, z-value: 3.00
Removed outlier salão paroquial-tonialvi576001, z-value: 2.71
Removed outlier pau-mandado-tonialvi576001, z-value: 2.89
Removed outlier colégio militar-tonialvi576001, z-value: 2.61
Removed outlier desfile militar-tonialvi576001, z-value: 3.27
Removed outlier sangue quente-monteiro587629, z-value: 2.39
Removed outlier braço direito-monteiro587629, z-value: 2.27
Removed outlier mau-olhado-monteiro587629, z-value: 2.49
Removed outlier livro aberto-monteiro587629, z-value: 2.84
Removed outlier pé quente-monteiro587629, z-value: 4.39
Removed outlier fio condutor-monteiro587629, z-value: 2.26
Removed outlier peso morto-monteiro587629, z-value: 2.88
Removed outlier amigo secreto-rodrigue420313, z-value: 2.39
Removed outlier exames laboratoriais-rodrigue420313, z-value: 3.32
Removed outlier pé-direito-rodrigue420313, z-value: 2.72
Removed outlier círculo vicioso-rodrigue420313, z-value: 2.33
Removed outlier navio negreiro-rodrigue420313, z-value: 2.33
Removed outlier curto-circuito-vilalius381432, z-value: 2.39
Removed outlier lugar-comum-vilalius381432, z-value: 2.41
Removed outlier má-fé-vilalius381432, z-value: 2.71
Removed outlier força bruta-vilalius381432, z-value: 2.58
Removed outlier pau-mandado-vilalius381432, z-value: 2.79
Removed outlier mau-humor-vilalius381432, z-value: 2.47
Removed outlier ônibus executivo-alvesvic300010, z-value: 9.63
Removed outlier exame clínico-alvesvic300010, z-value: 2.49
Removed outlier água doce-alvesvic300010, z-value: 18.09
Removed outlier sistema político-alvesvic300010, z-value: 2.37
Removed outlier direitos humanos-alvesvic300010, z-value: 3.60
Removed outlier vinho tinto-alvesvic300010, z-value: 2000000.00
Removed outlier gatos-pingados-alvesvic300010, z-value: 2.87
Removed outlier secretária eletrônica-alvesvic300010, z-value: 10.21
Removed outlier segundas intenções-alvesvic300010, z-value: 4.02
Removed outlier deputado federal-alvesvic300010, z-value: 11.37
Removed outlier carro-forte-alvesvic300010, z-value: 4.69
Removed outlier salão paroquial-alvesvic300010, z-value: 5.72
Removed outlier quadro-negro-alvesvic300010, z-value: 4.00
Removed outlier voto secreto-alvesvic300010, z-value: 16.80
Removed outlier primeiro ministro-alvesvic300010, z-value: 3.89
Removed outlier alarme falso-alvesvic300010, z-value: 2.26
Removed outlier colégio militar-alvesvic300010, z-value: 2.65
Removed outlier centro comercial-alvesvic300010, z-value: 4.22
Removed outlier regime político-alvesvic300010, z-value: 2.41
Removed outlier amor-próprio-alvesvic300010, z-value: 2.30
Removed outlier olho mágico-alvesvic300010, z-value: 2.45
Removed outlier coluna social-alvesvic300010, z-value: 2.33
Removed outlier comida caseira-alvesvic300010, z-value: 19.06
Removed outlier conta-corrente-alvesvic300010, z-value: 2.36
Removed outlier primeira necessidade-alvesvic300010, z-value: 5.28
Removed outlier relógio biológico-alvesvic300010, z-value: 3.05
Removed outlier batata-doce-alvesvic300010, z-value: 2.21
Removed outlier vinho branco-alvesvic300010, z-value: 3000000.00
Removed outlier elefante branco-alvesvic300010, z-value: 4.76
Removed outlier voto secreto-jantsch-828013, z-value: 3.34
Removed outlier círculo vicioso-belorica166965, z-value: 2.21
Removed outlier pastor alemão-belorica166965, z-value: 2.37
Removed outlier carta aberta-rodrigue994273, z-value: 3.11
Removed outlier centro espírita-rodrigue994273, z-value: 2.56
Removed outlier conta-corrente-rodrigue994273, z-value: 2.46
Removed outlier pavio curto-rodrigue994273, z-value: 3.52
Removed outlier braço direito-rodrigue994273, z-value: 5.24
Removed outlier abalo sísmico-rodrigue994273, z-value: 3.49
Removed outlier sangue quente-rodrigue994273, z-value: 3.50
Removed outlier montanha-russa-rodrigue994273, z-value: 3.39
Removed outlier câmara fria-rodrigue994273, z-value: 7.21
Removed outlier primeira-dama-giozzagi638117, z-value: 2.50
Removed outlier círculo vicioso-giozzagi638117, z-value: 2.21
Removed outlier alta-costura-giozzagi638117, z-value: 3.25
Removed outlier cheiro-verde-cattanig213223, z-value: 2.51
Removed outlier roda gigante-zanetteb131340, z-value: 2.38
Removed outlier pronto-socorro-zanetteb131340, z-value: 2.33
Removed outlier mau contato-zanetteb131340, z-value: 3.34
Removed outlier primeira necessidade-zanetteb131340, z-value: 2.63
Removed outlier sexto sentido-ferreraf734739, z-value: 2.45
Removed outlier farinha integral-ferreraf734739, z-value: 2.27
Removed outlier febre amarela-ferreraf734739, z-value: 3.04
Removed outlier salão paroquial-ferreraf996344, z-value: 2.84
Removed outlier príncipe encantado-ferreraf996344, z-value: 2.23
Removed outlier núcleo atômico-ferreraf996344, z-value: 2.78
Removed outlier processo seletivo-ferreraf996344, z-value: 2.30
Removed outlier máquina virtual-ferreraf996344, z-value: 2.62
Removed outlier trabalho escravo-kellingd139791, z-value: 2.61
Removed outlier sexto sentido-kellingd139791, z-value: 2.45
Removed outlier fio condutor-kellingd139791, z-value: 2.26
Removed outlier ar condicionado-kellingd139791, z-value: 2.27
Removed outlier centro comercial-kellingd139791, z-value: 2.69
Removed outlier regime político-kellingd139791, z-value: 3.03
Removed outlier lugar-comum-kellingd139791, z-value: 2.41
Removed outlier magia negra-kellingd139791, z-value: 2.63
Removed outlier alto-falante-kellingd139791, z-value: 2.41
Removed outlier golpe baixo-kellingd139791, z-value: 2.56
Removed outlier queda livre-kellingd139791, z-value: 2.82
Removed outlier disco rígido-kellingd139791, z-value: 2.52
Removed outlier amigo secreto-oliveira653729, z-value: 2.49
Removed outlier primeira-dama-oliveira653729, z-value: 2.50
Removed outlier pente fino-oliveira653729, z-value: 3.43
Removed outlier maré baixa-godolphi701783, z-value: 2.84
Removed outlier arma branca-godolphi701783, z-value: 2.81
Removed outlier tela plana-godolphi701783, z-value: 3.74
Removed outlier circuito integrado-godolphi701783, z-value: 4.67
Removed outlier exame clínico-godolphi701783, z-value: 2.49
Removed outlier água doce-rodrigue180023, z-value: 2.26
Removed outlier gripe aviária-rodrigue180023, z-value: 2.46
Removed outlier disco voador-rodrigue180023, z-value: 3.57
Removed outlier tela plana-rodrigue180023, z-value: 3.00
Removed outlier carne vermelha-rodrigue180023, z-value: 2.75
Removed outlier buraco negro-rodrigue180023, z-value: 2.32
Removed outlier mau contato-rodrigue180023, z-value: 2.24
Removed outlier círculo virtuoso-medeiros684944, z-value: 2.23
Removed outlier batata-doce-medeiros684944, z-value: 2.21
Removed outlier cheiro-verde-medeiros684944, z-value: 2.51
Removed outlier má-fé-medeiros684944, z-value: 2.71
Removed outlier ar condicionado-medeiros684944, z-value: 2.27
Removed outlier príncipe encantado-medeiros684944, z-value: 2.43
Removed outlier nó cego-zilioleo212942, z-value: 2.60
Removed outlier alto mar-zilioleo212942, z-value: 2.47
Removed outlier ponto forte-zilioleo212942, z-value: 2.22
Removed outlier mercado negro-zilioleo212942, z-value: 3.59
Removed outlier primeira-dama-zilioleo212942, z-value: 2.61
Removed outlier sangue azul-zilioleo212942, z-value: 3.70
Removed outlier sexto sentido-zilioleo212942, z-value: 2.35
Removed outlier magia negra-zilioleo212942, z-value: 2.25
Removed outlier bode expiatório-zilioleo212942, z-value: 2.79
Removed outlier lista negra-zilioleo212942, z-value: 3.85
Removed outlier novo-rico-barrosgr760197, z-value: 2.31
Removed outlier alta temporada-barrosgr760197, z-value: 2.69
Removed outlier câmara fria-barrosgr760197, z-value: 2.28
Removed outlier vôo doméstico-barrosgr760197, z-value: 2.56
Removed outlier água mineral-barrosgr760197, z-value: 12.65
Removed outlier pão-duro-barrosgr760197, z-value: 3.93
Removed outlier sétima arte-barrosgr760197, z-value: 3.33
Removed outlier núcleo atômico-barrosgr760197, z-value: 5.83
Removed outlier primeira necessidade-barrosgr760197, z-value: 2.78
Removed outlier alarme falso-barrosgr760197, z-value: 2.26
Removed outlier centro comercial-barrosgr760197, z-value: 2.26
Removed outlier efeitos especiais-barrosgr760197, z-value: 2.74
Removed outlier carro-forte-barrosgr760197, z-value: 2.41
Removed outlier maré alta-barrosgr760197, z-value: 4.18
Removed outlier caixeiro viajante-barrosgr760197, z-value: 2.37
Removed outlier febre amarela-barrosgr760197, z-value: 4.54
Removed outlier centro comercial-kurpiels403993, z-value: 2.69
Removed outlier água mineral-kurpiels403993, z-value: 4.06
Removed outlier prato feito-kurpiels403993, z-value: 2.40
Removed outlier primeira infância-kurpiels403993, z-value: 2.90
Removed outlier caixeiro viajante-cattanit852806, z-value: 2.37
Removed outlier batata-doce-cattanit852806, z-value: 2.45
Removed outlier bebida alcoólica-cattanit852806, z-value: 6.40
Removed outlier príncipe encantado-cattanit852806, z-value: 2.23
Removed outlier carne vermelha-cattanit852806, z-value: 2.75
Removed outlier nó cego-alvesvic443186, z-value: 3.07
Removed outlier rede social-alvesvic443186, z-value: 3.57
Removed outlier alarme falso-alvesvic443186, z-value: 2.26
Removed outlier leite integral-alvesvic443186, z-value: 1000000.00
Removed outlier cerca viva-alvesvic443186, z-value: 2.70
Removed outlier vinho branco-alvesvic443186, z-value: 2.56
Removed outlier vôo internacional-alvesvic443186, z-value: 4.18
Removed outlier círculo virtuoso-alvesvic443186, z-value: 2.23
Removed outlier tempo real-alvesvic443186, z-value: 2.47
Removed outlier mar aberto-alvesvic443186, z-value: 2.78
Removed outlier pólo-aquático-alvesvic443186, z-value: 4.90
Removed outlier ficha limpa-alvesvic443186, z-value: 2.29
Removed outlier relógio analógico-alvesvic443186, z-value: 1000000.00
Removed outlier caixeiro viajante-alvesvic443186, z-value: 2.37
Removed outlier batata-doce-alvesvic443186, z-value: 3.36
Removed outlier agente secreto-alvesvic443186, z-value: 3.08
Removed outlier roda gigante-alvesvic443186, z-value: 4.22
Removed outlier fio condutor-alvesvic443186, z-value: 2.56
Removed outlier colégio militar-alvesvic443186, z-value: 2.61
Removed outlier desfile militar-alvesvic443186, z-value: 3.27
Removed outlier café colonial-alvesvic443186, z-value: 2.49
Removed outlier maré alta-alvesvic443186, z-value: 3.19
Removed outlier direitos humanos-scheffel706770, z-value: 2.28
Removed outlier agente secreto-scheffel706770, z-value: 3.04
Removed outlier gripe suína-scheffel706770, z-value: 2.54
Removed outlier arma branca-scheffel706770, z-value: 4.42
Removed outlier acampamento militar-scheffel706770, z-value: 2.34
Removed outlier sistema político-scheffel706770, z-value: 3.97
Removed outlier papel higiênico-scheffel706770, z-value: 4.10
Removed outlier núcleo atômico-scheffel706770, z-value: 4.10
Removed outlier classe executiva-scheffel706770, z-value: 2.84
Removed outlier colégio militar-scheffel706770, z-value: 2.61
Removed outlier centro comercial-scheffel706770, z-value: 2.26
Removed outlier processo seletivo-scheffel706770, z-value: 3.65
Removed outlier cerca viva-scheffel706770, z-value: 2.72
Removed outlier livre-docente-scheffel706770, z-value: 3.35
Removed outlier novo-rico-cenajohn937291, z-value: 2.57
Removed outlier companhia aérea-cenajohn937291, z-value: 3.08
Removed outlier círculo virtuoso-cenajohn937291, z-value: 2.26
Removed outlier alta-costura-cenajohn937291, z-value: 3.25
Removed outlier sangue frio-cenajohn937291, z-value: 2.53
Removed outlier classe executiva-cenajohn937291, z-value: 2.42
Removed outlier juízo final-cenajohn937291, z-value: 2.63
Removed outlier regime político-cenajohn937291, z-value: 3.65
Removed outlier magia negra-cenajohn937291, z-value: 2.25
Removed outlier mau contato-cenajohn937291, z-value: 2.27
Removed outlier golpe baixo-cenajohn937291, z-value: 2.42
Removed outlier buraco negro-cenajohn937291, z-value: 2.32
Removed outlier viva voz-cenajohn937291, z-value: 2.99
Removed outlier ponto fraco-krausema317744, z-value: 2.59
Removed outlier mar aberto-krausema317744, z-value: 2.21
