compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
bon_pratique	bonne_pratique	bon/a_pratique/n	pratique	bonne	15	4.2000	0.9411	4.2000	1.0823	4.4667	0.7432	bonnes habitudes(3);bonne conduite(2);bonne habitude(2);bienfaisante(2);ensemble de comportements qui font consensus(1);bien faire(1);bonne moeur(1);pratiques à respecter(1);pratique courante(1);bonne procédure(1);bonnes actions(1);expérience réussie, testée et validée au sens large(1);pratique ayant fait ses preuves et permis d'obtenir de bons résultats(1);application(1);sérieuse pratique(1);usage(1);correct(1);dévouement(1);règlement(1);poussé(1);codes à pratiquer(1);professionnalisme(1);meilleures façons de faire(1);meilleure façon de compléter quelque chose(1);code de déontologie(1);pratiques standards(1);bon usage(1);règle(1);savoir faire(1)
bouc_émissaire	bouc_émissaire	bouc/n_émissaire/a	bouc	émissaire	15	0.3333	0.6172	0.8667	1.1255	0.3333	0.7237	victime(5);souffre douleur(4);coupable désigné(2);victime expiatoire(2);individu portant la responsabilité(1);victime expiatioire(1);mechant(1);individu pour endosser la responbsabilité(1);celui sur qui on fait peser toutes les fautes(1);personne innocente qu'on accuse(1);fautive(1);maudit(1);personne responsable(1);tort(1);celui qu prend la responsabilite injustement(1);tête de turc(1);homme de paille(1);personne qui porte les torts des autres(1);individu qui paie pour les autres(1);faux coupable(1);pharmakos(1);réprouvé(1);responsable de tous les torts(1);responsable arbitrairement nommé(1)
bras_cassé	bras_cassé	bras/n_cassé/a	bras	cassé	15	0.9333	1.0998	0.8000	0.9411	0.7333	1.0328	incapable(6);nuls(3);bon à rien(3);incompétent(2);maladroit(2);incapables(2);empoté(1);personnes qui ne jouent pas bien du tout(1);des nuls(1);nul(1);gaffeur(1);group de paresseux(1);des incompétents(1);raté(1);peu productifs(1);bon a rien(1);abrutis(1);minable(1);perdant(1);pas doue(1);mauvais(1);des nullards(1);des incapables(1)
bras_droit	bras_droit	bras/n_droit/a	bras	droit	15	0.6000	0.7368	1.1333	1.3558	0.4000	0.6325	collaborateur(4);adjoint(3);homme de confiance(3);assistant principal(2);conseiller(2);collaborateur proche(1);associé(1);personne de prédilection(1);alter égo(1);second(1);aide de camp(1);délégué de confiance(1);principal assistant d'une personne(1);personne de confiance(1);proche(1);allié proche(1);acolyte(1);aide direct(1);personne sur laquelle il dépend(1);agent d'exécution(1);homme de confiance (1);subalterne (1);associe(1)
brebis_galeux	brebis_galeuse	brebis/n_galeux/a	brebis	galeuse	13	0.6154	0.7679	1.0000	1.5275	0.6154	0.7679	personne indésirable(3);agent provocateur(3);mouton noir(2);personne rejetée(2);pesteux(1);personne que l'on évite(1);pariah(1);personne a l'influence corruptrice(1);quelqu'un indésirable(1);personne que l'on evite(1);personne à l'influence pernicieuse et corruptrice(1);écarter(1);traître(1);rebelle(1);judas(1);bouc émissaire(1);vilain petit canard(1);personne dangéreuse(1);mauvaise herbe(1);associal(1);mauvais élément(1);mauvaise persone(1);pestiféré(1)
carte_blanc	carte_blanche	carte/n_blanc/a	carte	blanche	15	0.3333	0.4880	0.3333	0.6172	0.2000	0.4140	liberté totale(3);permission(3);autorisation(3);pouvoir(2);plein pouvoir(2);libre initiative(2);toute latitude(1);ayaint la permission(1);blanc seing(1);facil(1);puissance(1);laisse faire total(1);feux vert(1);libre champs(1);voie libre(1);donner libre cours à sa créativité(1);tout les moyens(1);liberté(1);privilege de tout faire(1);n'importe quoi n'importe quand(1);confiance aveugle(1);cartier libre(1);pleins pouvoirs pour accomplir une tâche(1);donner le pouvoir(1);pleins pouvoirs(1)
carte_bleu	carte_bleue	carte/n_bleu/a	carte	bleue	16	4.9375	0.2500	1.5625	1.6721	1.9375	1.6112	carte de crédit(9);carte bancaire(7);carte de paiement(4);carte de débit(2);carte de paiment(2);carte plastique(2);cartes de crédit(1);carte à puce électronique integrée(1);plastique de paiement(1);monnaie electronique(1);carte visa(1);carte électronique(1);monnaie électronique(1);carte de credit(1);débit(1);payment(1);paiement eléctronique(1)
carte_gris	carte_grise	carte/n_gris/a	carte	grise	15	4.3333	0.8997	3.0000	1.8898	3.0000	1.8127	certificat d'immatriculation(10);autorisation de circuler(2);identification du véhicule(2);carte d'identité d'un véhicule(2);carte de titre pour vehicule(1);carte d'enregistrement d'un véhicule(1);carte d'identité du véhicule(1);certificat d'immatriculation vehicule(1);identité d'un véhicule(1);carte de véhicule(1);en france, carte pour vehicule(1);certificat de propriété de voiture(1);papiers du véhicule(1);papier du véhicule(1);carte d'assurance(1);document qui matérialise l'autorisation de circuler du véhicule et permet son identification en france(1);assurance de voiture(1);papier d'identification d'un véhicule(1);papier de voiture(1);document qui matérialise l'autorisation de circuler un véhicule(1);preuve d'immatriculation d'un véhicule(1)
carte_vital	carte_vitale	carte/n_vital/a	carte	vitale	15	4.7333	0.5936	1.4000	1.2421	1.5333	1.1872	carte d'assurance maladie(6);carte d'assuré social(4);carte de santé(3);carte de sécurité sociale(2);carte en france(1);carte de visite(1);carte de sante(1);carte assurance maladie(1);carte de sécurite sociale(1);carte de sécu(1);abonnement(1);carte d'assuré(1);carte d’assuré social(1);carte d'ayant droit(1);ticket(1);carte d'adhérent à l'assurance maladie(1);carte pour identite etc (1);couverture sociale(1);carte d'assurance(1);carte d'assuré à la sécurité sociale(1);bristol(1);carte de remboursement(1)
carton_plein	carton_plein	carton/n_plein/a	carton	plein	12	0.9167	1.2401	2.0000	1.5374	1.0000	1.2060	réussite(4);succès(4);triomphe(2);victoire(2);reussir(2);réussir remarquablement(1);réussite totale(1);realiser(1);réussite complète(1);succès retentissant(1);succes eclatant(1);réussir(1);victoire éclatante(1);succès total(1);réussir de façon éclatante(1);briller de succès(1);complet(1)
casque_bleu	casque_bleu	casque/n_bleu/a	casque	bleu	15	1.5333	1.6417	2.5333	1.7265	1.6667	1.5430	soldat de la paix(4);soldat(2);soldats de l'onu(2);soldat de l'onu(2);force de maintien de la paix(2);force de l'onu(2);béret bleu(2);représentant de la paix(1);forces d'interposition de l'onu(1);soldat des onu(1);mission militaire de l'onu(1);force de paix(1);militaire pacificateur(1);médiateur(1);agent militaire de l'onu(1);maintien de la paix(1);armée mondiale(1);saldat de la paix(1);soldats des nations unies(1);soldats au services des nations unies(1);soldat onusien(1);neutre(1);soldat des forces internationales(1);soldat de un(1);foce militaire de l'onu(1);force de maintien de paix(1);militaires de l'un(1)
centre_commercial	centre_commercial	centre/n_commercial/a	centre	commercial	15	3.0667	1.5337	4.8667	0.3519	3.9333	0.7037	galerie marchande(5);hypermarché(3);centre d'achat(3);mall(2);grand magasin(2);supermarché(2);rue piétonne(1);espace commercial(1);supermarche(1);parc commercial(1);centre pour shopping(1);centrale d'achats(1);mail(1);grande surface de plusieurs commerces(1);shopping(1);surface d'achats(1);ensemble de commerce(1);bâtiment pour les commerces(1);gallerie marchande(1);magasin(1);galerie commerciale(1);galerie marchand(1)
cercle_vicieux	cercle_vicieux	cercle/n_vicieux/a	cercle	vicieux	15	2.0667	1.8310	2.8000	1.6125	2.0667	1.6242	situation inextricable(2);enchaînement diabolique(2);situation complexe dont on ne sait comment se sortir(1);situation de laquelle on ne peut sortir(1);conséquences(1);cycle mauvaise(1);evenement qui se repete sans control(1);conséquences négatives(1);suite de problèmes(1);spirale infernale(1);problèmes incontournables(1);mauvaises événements qui se répètent(1);effet boule de neige(1);situation qui va en cercle(1);c'est le serpent qui se mord la queue(1);perdition(1);situation complexe(1);mauvaise situation(1);situation sans issue(1);spirale vicieuse(1);somme de mauvaises décisions(1);cercle qu'on ne peut echapper(1);cycle(1);situation sans controle(1);piège à rat(1);révolution(1);piège(1);vice(1);situation fâcheuse(1);voie sans issue(1);mauvaise pente(1);spirale diabolique(1)
cerf_volant	cerf_volant	cerf/n_volant/a	cerf	volant	15	0.3333	0.6172	4.5333	0.9155	0.7333	0.8837	lucane(4);jouet volant(3);engin volant(3);jouet(3);aérodyne(3);papier et ficelle(2);avion de papier(1);ecoufle(1);triangle volant(1);jeu de plein air(1);dragon volant(1);jouet volant au bout d'un ficelle(1);jeu(1);voile(1);objet volant(1);jeux(1);écoufle(1);serpent volant(1);Écoufle(1);armature légère volante(1)
chambre_froid	chambre_froide	chambre/n_froid/a	chambre	froide	16	3.6250	1.4549	4.2500	1.7321	3.8750	1.5438	frigo(4);réfrigérateur(3);entrepôt frigorifique(3);congélateur(2);glacière(2);chambre frigorifique(2);chambre frigidaire(1);cour(1);pièce(1);frigidaire(1);salle frigorifique(1);réfrigirateur(1);frigorifière(1);grand réfrigérateur(1);frigorifère(1);réfrigerateur(1);chambre réfrigéré(1);chambre a temperature basse(1);pièce réfrégirante(1);chambre mortuaire(1);chambre a temperature tres basse(1);refrigerateur(1);frigorifere(1);funérarium(1)
changement_climatique	changement_climatique	changement/n_climatique/a	changement	climatique	15	4.5333	1.0601	4.7333	0.5936	4.8000	0.5606	dérèglement climatique(3);modification du climat(2);réchauffement climatique(2);changement de climat(2);altération de la temperature(1);réchauffement de la planète(1);variations des caractéristiques climatiques(1);changement météorologique(1);dysfonctionnement climatique(1);difference dans le climat(1);changement des températures(1);mutations climatiques(1);changement de temps(1);climat alterné(1);chaleur(1);perturbation du climat(1);climat annormal(1);déréglements climatiques(1);variations de température(1);bouleversement(1);changements dans le climat(1);altération(1);altérations climatiques(1);réchauffement climatique (1);quand le climat change(1);transformations climatiques(1);évolution météorologique(1);météorologique(1);réchauffement(1)
chapeau_bas	chapeau_bas	chapeau/n_bas/a	chapeau	bas	15	0.8000	1.3732	0.8667	1.2459	0.8667	1.2459	félicitations(8);bravo(4);compliments(3);félicitation(2);gratitude(1);congratulations(1);bien fait(1);applaudissements(1);reconnaître des mérites(1);démonstration de respect(1);performance remarquable(1);excellent(1);mon admiration(1);félicitations!(1);des félicitations(1);coup de chapeau(1);clameur(1);reconnaissance de qualité(1);remerciements(1);compliment(1);merci(1)
charge_social	charge_sociale	charge/n_social/a	charge	sociale	15	3.6667	1.2910	3.0000	1.0690	2.8667	1.1255	cotisations(4);cotisation sociale(3);cotisations sociales(2);charge publique(2);taxe(2);taxes(2);salarie(1);taxe sociale(1);prélèvement obligatoires(1);cotisation sur les salaires(1);taxe sur le travail(1);contribution sociale(1);impôt(1);charges qu'on doit payer(1);impôt social(1);impôt obligatoire(1);cotisation(1);frais sociaux(1);taxe fiscale sur les salaires(1);impôts(1);salaire(1);des charges en surplus(1);coûts pour l'employeur(1);taxes payées par l'employé(1);contribution(1)
chauve_souris	chauve_souris	chauve/a_souris/n	souris	chauve	13	1.2308	1.2352	0.6923	1.0316	0.4615	0.7763	chiroptère(3);mammifère volant(2);noctule(2);chiroptera(2);vampire(2);roussette(2);mammifere(1);bat(1);murin(1);rongeurs qui volent(1);mamifère volant(1);renard volant(1);oreillard(1);chauvesouris(1);chauve souris vampire(1);rongeurs glabre(1);souris qui boit du sang(1);rat rasée(1);mammifères volants(1);animal volant à sang chaud(1);chiroptères(1)
chute_libre	chute_libre	chute/n_libre/a	chute	libre	13	4.2308	0.8321	3.6923	1.5484	3.6154	1.3253	saut en parachute(3);saut avant l'ouverture du parachute(2);saut en chute libre(1);chute verticale(1);fait de tomber(1);base jumping(1);tomber brusquement(1);aller ver le bas brutalement(1);sauter d'un avion(1);chute geree par la gravite(1);action de tomber(1);chute pré ouverture du parachute(1);mouvement descendant(1);descente(1);chute non retenue(1);saut libre(1);tomber sans parachute(1);se laisser aller moralement(1);accident(1);chute dans le vide(1);chutte d'un corps soumis a son poids(1);anéantissement(1);chute avec la force du poids(1);précipitation(1);vriller(1)
club_privé	club_privé	club/n_privé/a	club	privé	15	4.8000	0.5606	4.5333	0.7432	4.5333	0.7432	cercle(3);cercle privé(2);rassemblement sélectif(2);association(2);club érotique(1);association privé(1);partenariat(1);reunion(1);discothèque(1);association non gouvernementale(1);club qui n'est pas public(1);club sélect(1);groupe(1);boîte de nuit(1);fratrie(1);association privée(1);club de gentlemen(1);club select(1);assemble(1);club pour ses membres(1);cercle fermé(1);club pas public(1);cercle libidineux(1);discothèque exclusive(1);club vip(1);club strictement pour ses membres(1);club libertin(1);réunion fermée(1)
coffre_fort	coffre_fort	coffre/n_fort/a	coffre	fort	15	4.7333	0.4577	3.5333	0.9155	3.7333	0.7037	coffre blindé(5);coffre(3);armoire forte(2);huche(1);objet utilise pour renformer une somme importantes(1);dépôt de l'argent(1);coffliot(1);coffiot(1);coffre de sécurité(1);armoire metallique difficile a ouvrir(1);utilisée pour renformer des objects de valeur(1);dépôt de richesse(1);caisse d'épargne(1);coffre qui protege ce qui est important(1);armoire sécurisée(1);meuble servant à protéger des objets de valeur(1);coffre inviolable(1);caisse(1);meuble blindé(1);coffret(1);caisse des fonds(1);espace pour objets de valeur(1);coffrer(1);caisse blindée(1);coffre sécurisé(1);coffre blindé servant à conserver les biens précieux(1);conserver des biens(1)
communauté_urbain	communauté_urbaine	communauté/n_urbain/a	communauté	urbaine	15	4.6000	0.5071	4.6000	0.6325	4.5333	0.6399	ville(6);cité(5);agglomération(3);agglomération urbaine(2);coopération intercommunale(1);conseil municipal(1);ensemble de plusieurs commune(1);administration des environs d'une ville(1);établissement de coopération intercommunal(1);administration(1);mégalopole(1);municipalité(1);ensemble urbain(1);métropole(1);communauté de communes(1);etablissement public de coopération(1);association(1);établissement public(1);groupe de villes(1);cite(1);coopération de communes(1);communauté d'une ville(1)
conseil_municipal	conseil_municipal	conseil/n_municipal/a	conseil	municipal	16	3.8750	1.4083	4.6250	0.7188	4.0625	1.1236	administration locale(5);assemblée communale(2);mairie(2);commune(2);conseil communal(2);assemblée qui represente les habitants(1);réunion municipale(1);assemblée délibérante(1);administration publique(1);des elus qui gerent les affaires municipales(1);administration municipale(1);élus de la ville(1);conseil des élus(1);bourg(1);réunion des élus municipaux(1);assemblée(1);conseil qui gère les affaires(1);conseil de la ville(1);assemblée élue charger d'administrer les affaires de la commune(1);assemblée de la ville(1);assemblée délibérant(1);membres du conseil d'etat(1);groupe de la commune(1);élus locaux(1);assemblée d'élus(1);assemblée de citoyen(1);réunion du maire et ses adjoints(1)
coup_dur	coup_dur	coup/n_dur/a	coup	dur	15	2.2000	1.3202	3.0667	1.6242	2.4000	1.3522	mauvaise passe(4);difficulté(3);accident(3);blessure(2);ennui soudain(2);malheur(2);coup(1);malchance(1);infortune(1);situation difficile(1);secousse(1);deception(1);coup du sort(1);coup du destin(1);perte(1);mauvaise surprise(1);événement malheureux(1);épreuve(1);difficulte(1);mauvais moment(1);ennui sudain(1);imprevu(1);événement malchanceux(1);coup de tapette(1)
coup_franc	coup_franc	coup/n_franc/a	coup	franc	15	3.2000	1.4736	1.6667	1.7182	1.7333	1.5796	tir de pénalité(5);pénalité(2);tir de pénalité (2);sanction contre les joueurs en faute(1);tir direct(1);sanction(1);jeu de touche(1);passe a l'arrêt(1);tir de compensation(1);free kick(1);tire(1);tir à partir d'un point fixe suite à une faute(1);pénalité sportive(1);penalty(1);coup de pénalité(1);sanction pénalisant une faute(1);coup de pied arrêté(1);lancé franc (1);tir de penalite(1);loi 13 du football(1);coup penalise(1);faute(1);tir au but(1);coup de pied de réparation(1);coup libre(1)
courrier_électronique	courrier_électronique	courrier/n_électronique/a	courrier	électronique	15	4.5333	0.6399	4.4667	0.7432	4.5333	0.6399	courriel(10);email(7);e mail(5);mél(2);lettre(1);message numérique(1);correspondance tapée à l'ordinateur(1);message digital(1);lettre par ordinateur(1);documents envoyés électroniquement(1);message électronique(1);couriel(1);Émail(1)
court_circuit	court_circuit	court/a_circuit/n	circuit	court	15	3.2667	2.0862	1.2000	1.4736	1.6000	1.6388	court jus(4);electrocution(2);shunt(2);dérivation(2);mauvais connexion(1);danger(1);mauvais branchement électrique(1);contact électrique(1);problème électrique(1);coupure de circuit(1);surcharge(1);courant(1);défaut de l'isolement électrique(1);défaut(1);accident defavorable(1);fusible(1);panne électrique(1);courant de défaut(1);probleme(1);incident électrique(1);coupure sur le circuit électrique(1);pétage de plomb(1);accidentelle(1);flux(1);contact direct entre les deux pôles électriques(1);malfonctionnement électrique(1);reaction infavorable(1)
court_métrage	court_métrage	court/a_métrage/n	métrage	court	16	2.3125	1.7783	4.2500	1.3416	2.6875	1.7017	film court(7);film de courte durée(5);petit film(5);court(2);court film(2);film(2);film qui ne dure pas long(1);film dont la durée excède rarement vingt minutes(1);film amateur(1);film de 20 minutes ou moins(1);film de format court(1);moins de trente minutes(1);bande annonce(1);metrage qui n'est pas long(1);film de durée réduite(1);mini film(1);film de durée de trente minutes(1)
crème_frais	crème_fraîche	crème/n_frais/a	crème	fraîche	15	4.8000	0.4140	3.4667	1.2459	3.6000	1.1832	crème pasteurisée(3);creme pour dessert(2);crème épaisse(2);produit laitier(2);crème de lait(2);crème aigre(1);écrémage du lait(1);sous produit laitier(1);fleur de lait(1);mousse de lait(1);crème battue(1);blanc(1);crème crue(1);crème sure(1);ingredient(1);crème double(1);sauce blanche(1);matière grasse du lait(1);crème fouettee(1);gras du lait(1);crème entière(1);crème amère(1);yaourt(1);epaisse(1);matière grasse(1);crème blanche(1)
crème_glacé	crème_glacée	crème/n_glacé/a	crème	glacée	15	4.4000	0.6325	4.9333	0.2582	4.8000	0.4140	glace(8);lait glace(2);sorbet(2);tranche napolitaine(2);lait glacé(2);crème dessert(1);creme congelée(1);crème à la glace(1);glace à l'italienne(1);bombe glacée(1);mousse(1);dessert(1);crème(1);cône(1);crème a la glace(1);gâteau glacé(1);entremet(1);de la glace(1);dessert glacé(1)
dernier_cri	dernier_cri	dernier/a_cri/n	cri	dernier	14	0.5714	1.0894	2.9286	1.8590	0.9286	1.2067	en vogue(7);à la mode(5);nouveau(2);hi tech(1);dernière technologie(1);tout nouveau(1);a la derniere mode(1);moderne(1);dernière tendance(1);nouveauté(1);à la dernière mode(1);a la mode(1);mode(1);ultime(1);dérnière mode(1);à la pointe(1);dernier sorti(1);nec plus ultra(1);derniere mode(1);succès récent(1);dernière mode(1);nouvelle mode(1)
dernier_mot	dernier_mot	dernier/a_mot/n	mot	dernier	14	3.1429	1.5119	3.8571	1.3506	3.3571	1.3363	décision(3);conclusion(3);dernière parole(3);mot de la fin(2);réponse définitive(2);décision finale(2);ultime concession(2);rien à ajouter(1);finalité(1);fin de conversation brute(1);raison(1);dernier avis(1);vaincre(1);obtenir(1);décret(1);denier a parler(1);éprouver(1);decision(1);parole finale(1);decision finale(1);mot final(1);choix final(1);gagner un argument(1)
directeur_général	directeur_général	directeur/n_général/a	directeur	général	15	5.0000	0.0000	3.4667	1.4075	3.8667	0.9155	chef d'entreprise(4);patron(4);administrateur(3);pdg(3);gouverneur(3);gérant(2);dg(2);président(2);administrateur délégué(2);chef(2);directeur d'une organisation(1);president directeur général(1);proviseur(1);responsable general(1);boss(1);président directeur(1);responsable(1);chief executive officer(1);chef de service(1)
disque_dur	disque_dur	disque/n_dur/a	disque	dur	16	4.0000	1.3663	2.1250	1.2583	2.4375	1.2633	disque fixe(3);disque rigide(3);mémoire de masse(2);disque de stockage(2);disque magnétique(2);lecteur(2);stockage sur ordinateur(1);support de stokage magnétique de grande capacité(1);disque de données(1);disque fix(1);mémoire(1);bureau(1);lecteur et enregistreur informatique(1);memoir(1);disque laser(1);appareil de stockage(1);dd(1);disque(1);disquette(1);disque pour ordinateur(1);stockage informatique(1);hd(1);stockage de masse(1);composant d'un ordinateur(1);memoire pour ordinateur(1);disque électro magnétique(1);disque optique(1);hdd(1);mémoire d'ordinateur(1)
douche_froid	douche_froide	douche/n_froid/a	douche	froide	16	1.5000	1.7889	1.5625	1.7877	1.3750	1.8574	déconvenue(9);mauvaise surprise(8);déception(3);désillusion(2);perte d'illusion(1);choc(1);se baigner avec de l'eau froide(1);douche glacée(1);eau froide(1);accueil glacial(1);inattendue(1);désagréable surprise(1);se laver avec de l'eau froide(1);choc mental(1);surpnqnt(1);émoi(1);défaite(1);douche écossaise(1);étonnent(1);honte(1)
droit_fondamental	droit_fondamental	droit/n_fondamental/a	droit	fondamental	13	4.9231	0.2774	4.0769	1.5525	4.3077	1.4367	droits de l'homme(3);privilège(2);libertés fondamentales(2);droits essentiels(1);droit innaliénable(1);droit de vivre et autres necessites(1);droit irréfutable(1);privilège légitime de base (1);droit universel (1);privilège légal (1);dû(1);droit individuel(1);principe de droit(1);droit necessaire(1);droits élémentaires(1);droit imprescriptible(1);droits primordiaux(1);droits necessaires(1);droit constituionnel(1);droit naturel(1);droit indispensable(1);laissez passer(1);droit premier(1);droit absolu(1)
