Removed outlier bonne poire-A2BHUTBWJQHDHJ, z-value: 5.58
Removed outlier année scolaire-A30VDWQ0M7I9LY, z-value: 3.78
Removed outlier premier ministre-A30VDWQ0M7I9LY, z-value: 2.91
Removed outlier pleine lune-A30VDWQ0M7I9LY, z-value: 2.55
Removed outlier prince charmant-A30VDWQ0M7I9LY, z-value: 2.51
Removed outlier matière première-A30VDWQ0M7I9LY, z-value: 2.51
Removed outlier effet spécial-A30VDWQ0M7I9LY, z-value: 4.52
Removed outlier art contemporain-A30VDWQ0M7I9LY, z-value: 2.91
Removed outlier région parisienne-A30VDWQ0M7I9LY, z-value: 11.66
Removed outlier haute mer-A30VDWQ0M7I9LY, z-value: 8.58
Removed outlier sucre roux-A30VDWQ0M7I9LY, z-value: 2.91
Removed outlier roulette russe-A30VDWQ0M7I9LY, z-value: 2.54
Removed outlier grande entreprise-A30VDWQ0M7I9LY, z-value: 3.61
Removed outlier faux cul-A30VDWQ0M7I9LY, z-value: 5.57
Removed outlier travaux publics-A30VDWQ0M7I9LY, z-value: 6.48
Removed outlier petite nature-A30VDWQ0M7I9LY, z-value: 3.18
Removed outlier feu vert-A30VDWQ0M7I9LY, z-value: 2.69
Removed outlier temps réel-A30VDWQ0M7I9LY, z-value: 2.56
Removed outlier eau vive-A30VDWQ0M7I9LY, z-value: 3.63
Removed outlier carton plein-A30VDWQ0M7I9LY, z-value: 2.70
Removed outlier fleur bleue-A30VDWQ0M7I9LY, z-value: 3.30
Removed outlier chapeau bas-A30VDWQ0M7I9LY, z-value: 3.75
Removed outlier crème fraîche-A30VDWQ0M7I9LY, z-value: 2.97
Removed outlier chambre froide-A30VDWQ0M7I9LY, z-value: 3.60
Removed outlier eaux usées-A30VDWQ0M7I9LY, z-value: 7.34
Removed outlier bras droit-A30VDWQ0M7I9LY, z-value: 3.79
Removed outlier recherche scientifique-A30VDWQ0M7I9LY, z-value: 3.61
Removed outlier parachute doré-A1D2C7OKKXEM3A, z-value: 4.35
Removed outlier point mort-A2T8MXXUG0L34F, z-value: 3.55
Removed outlier parachute doré-A2T8MXXUG0L34F, z-value: 2.76
Removed outlier temps réel-A2T8MXXUG0L34F, z-value: 3.02
Removed outlier nuit blanche-A2SLT3VADFP09C, z-value: 4.61
Removed outlier eau minérale-AYN45O58F3TMT, z-value: 2000000.00
Removed outlier pot-pourri-AYN45O58F3TMT, z-value: 3.02
Removed outlier changement climatique-AYN45O58F3TMT, z-value: 7.49
Removed outlier matière première-A9CF3BRYLQHI6, z-value: 2.51
Removed outlier temps fort-A9CF3BRYLQHI6, z-value: 2.71
Removed outlier mauvaise langue-A9CF3BRYLQHI6, z-value: 2.63
Removed outlier yeux rouges-A9CF3BRYLQHI6, z-value: 4.90
Removed outlier second rôle-A9CF3BRYLQHI6, z-value: 4.25
Removed outlier court-métrage-A9CF3BRYLQHI6, z-value: 6.31
Removed outlier famille nombreuse-A1QM8AZ6T8PBI7, z-value: 11.76
Removed outlier effet spécial-A1DE1OCDA5XX8Y, z-value: 3.64
Removed outlier courrier électronique-A3Q129HWWPBCO2, z-value: 3.43
Removed outlier petit salé-A2VW1B2JPQHZE7, z-value: 2.97
Removed 282/2686 (10.50%) outliers


Removing all 6 annotations of A279WQK18ZHEOT, rho=0.11595420713 on modifier
Removing all 4 annotations of A2YFIKHYSZ1QNS, rho=0.4 on modifier
Removing all 4 annotations of A1N8A3D2T2OMFY, rho=0.316227766017 on head
Removing all 4 annotations of A3DIJGD3XCW8OK, rho=-0.316227766017 on head
Removing all 4 annotations of A2GHGBY432PZOH, rho=0.4 on head
Removing all 4 annotations of ABXP773STCIC3, rho=0.316227766017 on headmodifier
Removing all 8 annotations of A2IAW5V72DYQFE, rho=0.456356897505 on headmodifier
Removing all 4 annotations of A2SLT3VADFP09C, rho=0.316227766017 on head
Removing all 20 annotations of A2VW1B2JPQHZE7, rho=0.494311532743 on head
Removed 58/2404 (2.41%) answers of 9/76 (11.84%) annotators

Average rho with average of others:
  * headmodifier: 0.45
  * head: 0.45
  * modifier: 29.31
Data retention rate 2346/2686: 87.34%
Total equivalents: 3738
